"ID,State,Repair ,Reason,YEAR ,Make,Body Type"
"0820352248971264,NE,Battery replacment,Dead battery,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0827439492501504,NE,Dent Repair  Left Fender,Collision,2018,Chevrolet Silverado ,""1500 2WD Double Cab 143.5"""" LT w/1LT"""
"0827439492501504,NE,Tire repair,Flat- reparable,2018,Chevrolet Silverado ,""1500 2WD Double Cab 143.5"""" LT w/1LT"""
"0834557218799616,NE,Dent Repair  Left Fender,Collision,2018,RAM ,""1500 SLT 4X2 Quad Cab 6'4"""" Box"""
"0841705427865600,NE,Dent Repair  Left Fender,Collision,2019,Chevrolet Silverado ,1500 LD 4WD Double Cab LT w/1LT"
"0841705427865600,NE,Tire repair,Flat- reparable,2019,Chevrolet Silverado ,1500 LD 4WD Double Cab LT w/1LT"
"0848884119699456,NE,Dent Repair  Left Fender,Collision,2019,RAM ,""1500 Classic SLT 4X2 Crew Cab 6'4"""" Box"""
"0848884119699456,NE,Dent Repair Rear,Collision,2019,RAM ,""1500 Classic SLT 4X2 Crew Cab 6'4"""" Box"""
"0848884119699456,NE,Tire repair,Flat- reparable,2019,RAM ,""1500 Classic SLT 4X2 Crew Cab 6'4"""" Box"""
"0856093294301184,NH,Fuel Tank,Hole,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"0856093294301184,NH,Rocker Panel,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"0856093294301184,NH,Shocks,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"0856093294301184,NH,Struts,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"0863332951670784,NH,Brake line replacement,Corrosion,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0863332951670784,NH,Brake line replacement,Corrosion,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0863332951670784,NH,Cab corner panel,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0863332951670784,NH,Fender replacement ,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0863332951670784,NH,Fuel Tank,Corrosion,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0863332951670784,NH,Rocker Panel,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0870603091808256,NH,Cab corner panel,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0877903714713600,NH,Cab corner panel,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0885234820386816,NH,Cab corner panel,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0892596408827904,NH,Cab corner panel,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0899988480036864,NH,Cab corner panel,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0907411034013696,NH,Cab corner panel,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0914864070758400,NH,Dent Repair  Left Fender,Collision,2018,Chevrolet Silverado ,""1500 2WD Double Cab 143.5"""" LT w/1LT"""
"0952586496000000,NH,Rocker Panel,Rust,2018,RAM ,""1500 SLT 4X2 Quad Cab 6'4"""" Box"""
"0952586496000000,NH,Tire replacement,Flat- hole not reparable,2018,RAM ,""1500 SLT 4X2 Quad Cab 6'4"""" Box"""
"0952586496000000,NH,Wheel Arch,Rust,2018,RAM ,""1500 SLT 4X2 Quad Cab 6'4"""" Box"""
"0952586496000000,NH,Windshield replacement,Crack,2018,RAM ,""1500 SLT 4X2 Quad Cab 6'4"""" Box"""
"0960222429351936,NJ,Battery replacment,Dead battery,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"0960222429351936,NJ,Cab corner panel,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"0967888845471744,NJ,Cab corner panel,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"0975585744359424,NJ,Cab corner panel,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"0983313126014976,NJ,Cab corner panel,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"0991070990438400,NJ,Cab corner panel,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"0998859337629696,NJ,Cab corner panel,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"1006678167588860,NJ,Cab corner panel,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"1014527480315900,NJ,Cab corner panel,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"1022407275810820,NJ,Cab corner panel,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"1030317554073600,NJ,Cab corner panel,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"1030317554073600,NJ,Shocks,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"1030317554073600,NJ,Struts,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"1038258315104260,NJ,Battery replacment,Dead battery,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"1038258315104260,NJ,Brake line replacement,Corrosion,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"1038258315104260,NJ,Fender replacement ,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"1038258315104260,NJ,Fuel Tank,Corrosion,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"1038258315104260,NJ,Wheel Arch,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"1046229558902780,NJ,Fuel Tank,Hole,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"1054231285469180,NJ,Tire replacement,Flat- hole not reparable,2018,Chevrolet Silverado ,""1500 2WD Double Cab 143.5"""" LT w/1LT"""
"1062263494803460,NJ,Rocker Panel,Rust,2018,RAM ,""1500 SLT 4X2 Quad Cab 6'4"""" Box"""
"1070326186905600,NJ,Rocker Panel,Rust,2018,RAM ,""1500 SLT 4X2 Quad Cab 6'4"""" Box"""
"1078419361775620,NM,Battery replacment,Dead battery,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"1086543019413500,NM,Dent Repair Rear,Collision,2018,Chevrolet Silverado ,""1500 2WD Double Cab 143.5"""" LT w/1LT"""
"1086543019413500,NM,Tire replacement,Flat- hole not reparable,2019,Chevrolet Silverado ,1500 LD 4WD Double Cab LT w/1LT"
"1086543019413500,NM,Windshield replacement,Crack,2018,Chevrolet Silverado ,""1500 2WD Double Cab 143.5"""" LT w/1LT"""
"1094697159819260,NM,Dent Repair Rear,Collision,2018,RAM ,""1500 SLT 4X2 Quad Cab 6'4"""" Box"""
"1102881782992900,NM,Dent Repair  Left Fender,Collision,2019,RAM ,""1500 Classic SLT 4X2 Crew Cab 6'4"""" Box"""
"1102881782992900,NM,Tire replacement,Flat- hole not reparable,2019,RAM ,""1500 Classic SLT 4X2 Crew Cab 6'4"""" Box"""
"1111096888934400,NV,Battery replacment,Dead battery,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"1111096888934400,NV,Tire repair,Flat- reparable,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"1119342477643780,NV,Battery replacment,Dead battery,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"1119342477643780,NV,Tire repair,Flat- reparable,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"1127618549121020,NV,Dent Repair  Left Fender,Collision,2019,Chevrolet Silverado ,1500 LD 4WD Double Cab LT w/1LT"
"1135925103366140,NY,Brake line replacement,Corrosion,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"1135925103366140,NY,Cab corner panel,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"1135925103366140,NY,Fuel Tank,Hole,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"1144262140379140,NY,Cab corner panel,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"1152629660160000,NY,Cab corner panel,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"1161027662708740,NY,Cab corner panel,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"1169456148025340,NY,Cab corner panel,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"1177915116109820,NY,Cab corner panel,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"1177915116109820,NY,Shocks,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"1177915116109820,NY,Struts,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"1186404566962180,NY,Cab corner panel,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"1186404566962180,NY,Shocks,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"1186404566962180,NY,Struts,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"1194924500582400,NY,Fender replacement ,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"1194924500582400,NY,Fuel Tank,Corrosion,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"1194924500582400,NY,Wheel Arch,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"1203474916970500,NY,Wheel Arch,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"1212055816126460,NY,Dent Repair  Left Fender,Collision,2018,Chevrolet Silverado ,""1500 2WD Double Cab 143.5"""" LT w/1LT"""
"1212055816126460,NY,Tire replacement,Flat- hole not reparable,2018,Chevrolet Silverado ,""1500 2WD Double Cab 143.5"""" LT w/1LT"""
"1220667198050300,NY,Rocker Panel,Rust,2018,RAM ,""1500 SLT 4X2 Quad Cab 6'4"""" Box"""
"1220667198050300,NY,Wheel Arch,Rust,2018,RAM ,""1500 SLT 4X2 Quad Cab 6'4"""" Box"""
"1229309062742020,NY,Rocker Panel,Rust,2018,RAM ,""1500 SLT 4X2 Quad Cab 6'4"""" Box"""
"1229309062742020,NY,Wheel Arch,Rust,2018,RAM ,""1500 SLT 4X2 Quad Cab 6'4"""" Box"""
"1237981410201600,NY,Tire replacement,Flat- hole not reparable,2019,RAM ,""1500 Classic SLT 4X2 Crew Cab 6'4"""" Box"""
"1246684240429060,OH,Brake line replacement,Corrosion,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"1246684240429060,OH,Cab corner panel,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"1246684240429060,OH,Shocks,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"1246684240429060,OH,Struts,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"1255417553424380,OH,Cab corner panel,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"1255417553424380,OH,Fender replacement ,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"1255417553424380,OH,Fuel Tank,Corrosion,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"1255417553424380,OH,Wheel Arch,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"1264181349187580,OH,Fuel Tank,Hole,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"1264181349187580,OH,Wheel Arch,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"1272975627718660,OH,Wheel Arch,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"1281800389017600,OH,Transmission,slips in and out of gear,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"1281800389017600,OH,Wheel Arch,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"1290655633084420,OH,Transmission,slips in and out of gear,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"1290655633084420,OH,Wheel Arch,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"1299541359919100,OH,Rocker Panel,Rust,2018,RAM ,""1500 SLT 4X2 Quad Cab 6'4"""" Box"""
"1299541359919100,OH,Wheel Arch,Rust,2018,RAM ,""1500 SLT 4X2 Quad Cab 6'4"""" Box"""
"1308457569521660,OH,Rocker Panel,Rust,2018,RAM ,""1500 SLT 4X2 Quad Cab 6'4"""" Box"""
"1308457569521660,OH,Wheel Arch,Rust,2018,RAM ,""1500 SLT 4X2 Quad Cab 6'4"""" Box"""
"1317404261892100,OH,Wheel Arch,Rust,2018,RAM ,""1500 SLT 4X2 Quad Cab 6'4"""" Box"""
"1326381437030400,OH,Wheel Arch,Rust,2018,RAM ,""1500 SLT 4X2 Quad Cab 6'4"""" Box"""
"1335389094936580,OH,Wheel Arch,Rust,2018,RAM ,""1500 SLT 4X2 Quad Cab 6'4"""" Box"""
"1344427235610620,OH,Wheel Arch,Rust,2018,RAM ,""1500 SLT 4X2 Quad Cab 6'4"""" Box"""
"1353495859052540,OH,Tire replacement,Flat- hole not reparable,2019,Chevrolet Silverado ,1500 LD 4WD Double Cab LT w/1LT"
"1362594965262340,OH,Dent Repair  Left Fender,Collision,2019,RAM ,""1500 Classic SLT 4X2 Crew Cab 6'4"""" Box"""
"1362594965262340,OH,Dent Repair Rear,Collision,2019,RAM ,""1500 Classic SLT 4X2 Crew Cab 6'4"""" Box"""
"1362594965262340,OH,Windshield replacement,Crack,2019,RAM ,""1500 Classic SLT 4X2 Crew Cab 6'4"""" Box"""
"1371724554240000,OK,Battery replacment,Dead battery,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"1371724554240000,OK,Tire repair,Flat- reparable,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"1371724554240000,OK,Windshield replacement,Crack,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"1380884625985540,OK,Tire repair,Flat- reparable,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"1380884625985540,OK,Transmission,slips in and out of gear,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"1390075180498940,OK,Transmission,slips in and out of gear,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"1399296217780220,OK,Transmission,slips in and out of gear,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"1408547737829380,OK,Transmission,slips in and out of gear,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"1417829740646400,OK,Transmission,slips in and out of gear,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"1427142226231300,OK,Transmission,slips in and out of gear,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"1436485194584060,OK,Tire repair,Flat- reparable,2018,Chevrolet Silverado ,""1500 2WD Double Cab 143.5"""" LT w/1LT"""
"1436485194584060,OK,Tire replacement,Flat- hole not reparable,2018,Chevrolet Silverado ,""1500 2WD Double Cab 143.5"""" LT w/1LT"""
"1445858645704700,OK,Tire repair,Flat- reparable,2018,Chevrolet Silverado ,""1500 2WD Double Cab 143.5"""" LT w/1LT"""
"1445858645704700,OK,Tire replacement,Flat- hole not reparable,2018,Chevrolet Silverado ,""1500 2WD Double Cab 143.5"""" LT w/1LT"""
"1455262579593220,OK,Dent Repair  Left Fender,Collision,2019,Chevrolet Silverado ,1500 LD 4WD Double Cab LT w/1LT"
"1455262579593220,OK,Dent Repair Rear,Collision,2018,RAM ,""1500 SLT 4X2 Quad Cab 6'4"""" Box"""
"1455262579593220,OK,Tire repair,Flat- reparable,2018,RAM ,""1500 SLT 4X2 Quad Cab 6'4"""" Box"""
"1464696996249600,OK,Tire repair,Flat- reparable,2018,RAM ,""1500 SLT 4X2 Quad Cab 6'4"""" Box"""
"1474161895673860,OK,Tire repair,Flat- reparable,2019,Chevrolet Silverado ,1500 LD 4WD Double Cab LT w/1LT"
"1474161895673860,OK,Windshield replacement,Crack,2019,Chevrolet Silverado ,1500 LD 4WD Double Cab LT w/1LT"
"1483657277865980,OK,Tire repair,Flat- reparable,2019,Chevrolet Silverado ,1500 LD 4WD Double Cab LT w/1LT"
"1483657277865980,OK,Tire replacement,Flat- hole not reparable,2019,Chevrolet Silverado ,1500 LD 4WD Double Cab LT w/1LT"
"1493183142825980,OK,Tire repair,Flat- reparable,2019,RAM ,""1500 Classic SLT 4X2 Crew Cab 6'4"""" Box"""
"1493183142825980,OK,Tire repair,Flat- reparable,2019,RAM ,""1500 Classic SLT 4X2 Crew Cab 6'4"""" Box"""
"1493183142825980,OK,Tire replacement,Flat- hole not reparable,2019,RAM ,""1500 Classic SLT 4X2 Crew Cab 6'4"""" Box"""
"1502739490553860,OR,Tire replacement,Flat- hole not reparable,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"1512326321049600,OR,Battery replacment,Dead battery,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"1512326321049600,OR,Tire replacement,Flat- hole not reparable,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"1512326321049600,OR,Windshield replacement,Crack,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"1521943634313220,PA,Battery replacment,Dead battery,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"1521943634313220,PA,Brake line replacement,Corrosion,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"1521943634313220,PA,Cab corner panel,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"1521943634313220,PA,Fender replacement ,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"1521943634313220,PA,Fuel tank,Hole,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"1521943634313220,PA,Shocks,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"1521943634313220,PA,Struts,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"1521943634313220,PA,Tire repair,Flat- reparable,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"1521943634313220,OR,Windshield replacement,Crack,2018,RAM ,""1500 SLT 4X2 Quad Cab 6'4"""" Box"""
"1531591430344700,PA,Struts,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"1541269709144060,PA,Fender replacement ,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"1541269709144060,PA,Fuel Tank,Corrosion,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"1541269709144060,PA,Tire repair,Flat- reparable,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"1541269709144060,PA,Wheel Arch,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"1550978470711300,PA,Wheel Arch,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"1560717715046400,PA,Wheel Arch,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"1570487442149380,PA,Wheel Arch,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"1580287652020220,PA,Wheel Arch,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"1590118344658940,PA,Wheel Arch,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"1599979520065540,PA,Dent Repair  Left Fender,Collision,2018,Chevrolet Silverado ,""1500 2WD Double Cab 143.5"""" LT w/1LT"""
"1599979520065540,PA,Windshield replacement,Crack,2018,Chevrolet Silverado ,""1500 2WD Double Cab 143.5"""" LT w/1LT"""
"1609871178240000,PA,Rocker Panel,Rust,2018,RAM ,""1500 SLT 4X2 Quad Cab 6'4"""" Box"""
"1609871178240000,PA,Wheel Arch,Rust,2018,RAM ,""1500 SLT 4X2 Quad Cab 6'4"""" Box"""
"1619793319182340,PA,Wheel Arch,Rust,2018,RAM ,""1500 SLT 4X2 Quad Cab 6'4"""" Box"""
"1629745942892540,PA,Wheel Arch,Rust,2018,RAM ,""1500 SLT 4X2 Quad Cab 6'4"""" Box"""
"1639729049370620,PA,Wheel Arch,Rust,2018,RAM ,""1500 SLT 4X2 Quad Cab 6'4"""" Box"""
"1649742638616580,PA,Wheel Arch,Rust,2018,RAM ,""1500 SLT 4X2 Quad Cab 6'4"""" Box"""
"1659786710630400,RI,Brake line replacement,Corrosion,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"1659786710630400,RI,Fender replacement ,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"1659786710630400,RI,Rocker Panel,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"1659786710630400,RI,Shocks,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"1659786710630400,RI,Struts,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"1669861265412100,RI,Struts,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"1669861265412100,RI,Struts,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"1669861265412100,RI,Struts,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"1669861265412100,RI,Struts,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"1669861265412100,RI,Struts,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"1669861265412100,RI,Struts,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"1669861265412100,RI,Struts,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"1669861265412100,RI,Struts,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"1679966302961660,RI,Cab corner panel,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"1679966302961660,RI,Fender replacement ,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"1679966302961660,RI,Fuel Tank,Corrosion,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"1679966302961660,RI,Wheel Arch,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"1690101823279100,RI,Fender replacement ,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"1690101823279100,RI,Fuel tank,Hole,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"1700267826364420,RI,Transmission,slips in and out of gear,2018,Chevrolet Silverado ,""1500 2WD Double Cab 143.5"""" LT w/1LT"""
"1710464312217600,RI,Wheel Arch,Rust,2018,RAM ,""1500 SLT 4X2 Quad Cab 6'4"""" Box"""
"1720691280838660,RI,Wheel Arch,Rust,2018,RAM ,""1500 SLT 4X2 Quad Cab 6'4"""" Box"""
"1730948732227580,RI,Windshield replacement,Crack,2019,Chevrolet Silverado ,1500 LD 4WD Double Cab LT w/1LT"
"1741236666384380,RI,Windshield replacement,Crack,2019,RAM ,""1500 Classic SLT 4X2 Crew Cab 6'4"""" Box"""
"1751555083309060,SC,Transmission,slips in and out of gear,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"1751555083309060,SC,Windshield replacement,Crack,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"1761903983001600,SC,Transmission,slips in and out of gear,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"1772283365462020,SC,Transmission,slips in and out of gear,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"1782693230690300,SC,Transmission,slips in and out of gear,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"1793133578686460,SC,Transmission,slips in and out of gear,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"1803604409450500,SC,Transmission,slips in and out of gear,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"1814105722982400,SC,Transmission,slips in and out of gear,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"1824637519282180,SC,Transmission,slips in and out of gear,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"1835199798349820,SC,Windshield replacement,Crack,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"1845792560185340,SC,Dent Repair Rear,Collision,2018,Chevrolet Silverado ,""1500 2WD Double Cab 143.5"""" LT w/1LT"""
"1845792560185340,SC,Tire repair,Flat- reparable,2018,Chevrolet Silverado ,""1500 2WD Double Cab 143.5"""" LT w/1LT"""
"1845792560185340,SC,Transmission,slips in and out of gear,2018,Chevrolet Silverado ,""1500 2WD Double Cab 143.5"""" LT w/1LT"""
"1856415804788740,SC,Tire repair,Flat- reparable,2018,RAM ,""1500 SLT 4X2 Quad Cab 6'4"""" Box"""
"1867069532160000,SD,Tire replacement,Flat- hole not reparable,2018,Chevrolet Silverado ,""1500 2WD Double Cab 143.5"""" LT w/1LT"""
"1867069532160000,SD,Windshield replacement,Crack,2018,Chevrolet Silverado ,""1500 2WD Double Cab 143.5"""" LT w/1LT"""
"1877753742299140,SD,Dent Repair Rear,Collision,2018,RAM ,""1500 SLT 4X2 Quad Cab 6'4"""" Box"""
"1877753742299140,SD,Tire replacement,Flat- hole not reparable,2018,RAM ,""1500 SLT 4X2 Quad Cab 6'4"""" Box"""
"1877753742299140,SD,Windshield replacement,Crack,2018,RAM ,""1500 SLT 4X2 Quad Cab 6'4"""" Box"""
"1888468435206140,SD,Dent Repair  Left Fender,Collision,2019,RAM ,""1500 Classic SLT 4X2 Crew Cab 6'4"""" Box"""
"1888468435206140,SD,Dent Repair Rear,Collision,2019,RAM ,""1500 Classic SLT 4X2 Crew Cab 6'4"""" Box"""
"1888468435206140,SD,Tire repair,Flat- reparable,2019,RAM ,""1500 Classic SLT 4X2 Crew Cab 6'4"""" Box"""
"1888468435206140,SD,Windshield replacement,Crack,2019,RAM ,""1500 Classic SLT 4X2 Crew Cab 6'4"""" Box"""
"1899213610881020,TN,Battery replacment,Dead battery,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"1899213610881020,TN,Transmission,slips in and out of gear,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"1909989269323780,TN,Battery replacment,Dead battery,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
